,id,link,Adress,zip,city,size,latitude,longitude,hled
221,1812229,boliga.dk/bolig/1812229,Landervejen 67,4281,Gørlev,104,55.5331,11.09883,"{'Kyst': '606 meter', 'Stoppested': '1.15 km', 'Supermarked': '1.98 km', 'Sø': '7.23 km', 'Fodboldbane': '7.33 km', 'Skole': '7.33 km', 'Daginstitution': '8.74 km', 'Modulvogntog': '8.80 km', 'Skov': '9.15 km', 'Idrætshal': '9.91 km', 'Bibliotek': '10.33 km', 'Læge': '10.48 km', 'Apotek': '10.93 km', 'Regionaltog': '15.07 km', 'Svømmehal': '25.58 km', 'Hospital': '27.04 km', 'Motorvej': '28.16 km', 'S-Tog': '78.24 km', 'Lufthavn': '98.20 km', 'Metro': '98.21 km'}"
222,1812383,boliga.dk/bolig/1812383,"Emil Nielsens Vej 15, Åsendrup",9480,Løkken,75,57.35464,9.6961,"{'Kyst': '496 meter', 'Modulvogntog': '728 meter', 'Skov': '731 meter', 'Stoppested': '1.83 km', 'Idrætshal': '2.20 km', 'Fodboldbane': '2.20 km', 'Svømmehal': '2.20 km', 'Supermarked': '2.46 km', 'Apotek': '2.47 km', 'Daginstitution': '2.58 km', 'Bibliotek': '2.95 km', 'Skole': '2.98 km', 'Læge': '6.55 km', 'Sø': '16.30 km', 'Regionaltog': '17.52 km', 'Hospital': '23.05 km', 'Motorvej': '23.07 km', 'Lufthavn': '38.98 km', 'S-Tog': '137.60 km', 'Metro': '323.70 km'}"
223,1812332,boliga.dk/bolig/1812332,"Mosesvinget 2A, Kulhuse",3630,Jægerspris,81,55.92858,11.92542,"{'Stoppested': '535 meter', 'Supermarked': '950 meter', 'Skov': '1.24 km', 'Kyst': '1.61 km', 'Fodboldbane': '2.34 km', 'Sø': '4.46 km', 'Daginstitution': '5.99 km', 'Skole': '6.09 km', 'Regionaltog': '6.71 km', 'Idrætshal': '7.58 km', 'Læge': '7.62 km', 'Bibliotek': '8.34 km', 'Apotek': '10.95 km', 'Svømmehal': '13.71 km', 'S-Tog': '16.85 km', 'Hospital': '18.88 km', 'Motorvej': '36.52 km', 'Modulvogntog': '37.64 km', 'Metro': '51.45 km', 'Lufthavn': '73.62 km'}"
224,1812279,boliga.dk/bolig/1812279,"Løvevej 33, Overby Lyng",4583,Sjællands Odde,50,55.95663,11.46051,"{'Kyst': '535 meter', 'Skov': '552 meter', 'Modulvogntog': '643 meter', 'Stoppested': '937 meter', 'Supermarked': '4.12 km', 'Bibliotek': '6.47 km', 'Læge': '6.48 km', 'Daginstitution': '6.54 km', 'Idrætshal': '6.54 km', 'Skole': '6.54 km', 'Fodboldbane': '6.54 km', 'Sø': '10.72 km', 'Regionaltog': '11.70 km', 'Svømmehal': '14.67 km', 'Hospital': '14.98 km', 'Apotek': '16.09 km', 'Motorvej': '33.31 km', 'S-Tog': '51.45 km', 'Lufthavn': '82.83 km', 'Metro': '86.06 km'}"
225,1812415,boliga.dk/bolig/1812415,"Hjelmevej 140B, Henne Strand",6854,Henne,73,55.73086,8.18288,"{'Skov': '1.13 km', 'Kyst': '1.31 km', 'Stoppested': '1.47 km', 'Supermarked': '1.48 km', 'Fodboldbane': '6.46 km', 'Daginstitution': '6.46 km', 'Sø': '7.94 km', 'Regionaltog': '8.82 km', 'Skole': '9.91 km', 'Idrætshal': '9.92 km', 'Svømmehal': '9.92 km', 'Læge': '10.28 km', 'Bibliotek': '10.49 km', 'Apotek': '12.30 km', 'Modulvogntog': '24.22 km', 'Hospital': '35.59 km', 'Motorvej': '41.53 km', 'Lufthavn': '41.97 km', 'S-Tog': '143.14 km', 'Metro': '322.75 km'}"
226,1812178,boliga.dk/bolig/1812178,"Skovvej 24, Gelstrup",4500,Nykøbing Sj,104,55.85334,11.70628,"{'Skov': '163 meter', 'Kyst': '733 meter', 'Stoppested': '1.00 km', 'Supermarked': '2.77 km', 'Fodboldbane': '2.90 km', 'Daginstitution': '2.90 km', 'Skole': '2.90 km', 'Regionaltog': '9.05 km', 'Bibliotek': '9.42 km', 'Læge': '9.48 km', 'Apotek': '9.61 km', 'Idrætshal': '9.86 km', 'Svømmehal': '9.89 km', 'Hospital': '11.23 km', 'Sø': '11.75 km', 'Modulvogntog': '12.30 km', 'Motorvej': '24.49 km', 'S-Tog': '46.30 km', 'Metro': '80.91 km', 'Lufthavn': '98.92 km'}"
227,1812416,boliga.dk/bolig/1812416,Fædriften 6,6857,Blåvand,104,55.55491,8.13547,"{'Supermarked': '398 meter', 'Stoppested': '724 meter', 'Kyst': '1.71 km', 'Skov': '2.70 km', 'Sø': '6.13 km', 'Svømmehal': '6.43 km', 'Bibliotek': '13.92 km', 'Fodboldbane': '14.13 km', 'Idrætshal': '14.13 km', 'Daginstitution': '14.22 km', 'Apotek': '14.27 km', 'Læge': '14.29 km', 'Regionaltog': '14.52 km', 'Skole': '14.58 km', 'Modulvogntog': '33.36 km', 'Motorvej': '34.90 km', 'Hospital': '37.96 km', 'Lufthavn': '38.02 km', 'S-Tog': '151.83 km', 'Metro': '331.68 km'}"
228,1812295,boliga.dk/bolig/1812295,Lærkevængevej 8,3360,Liseleje,71,56.01004,11.96261,"{'Stoppested': '308 meter', 'Supermarked': '464 meter', 'Kyst': '580 meter', 'Skov': '738 meter', 'Daginstitution': '1.89 km', 'Skole': '1.92 km', 'Idrætshal': '2.05 km', 'Fodboldbane': '2.08 km', 'Regionaltog': '2.31 km', 'Modulvogntog': '5.09 km', 'Læge': '6.71 km', 'Bibliotek': '6.96 km', 'Sø': '7.11 km', 'Apotek': '8.05 km', 'Svømmehal': '8.26 km', 'Hospital': '23.11 km', 'S-Tog': '23.36 km', 'Motorvej': '34.95 km', 'Metro': '56.20 km', 'Lufthavn': '79.41 km'}"
229,1812412,boliga.dk/bolig/1812412,"Sønderho Strandvej 46A, Sønderho",6720,Fanø,140,55.34739,8.45148,"{'Stoppested': '1.17 km', 'Supermarked': '1.28 km', 'Bibliotek': '1.31 km', 'Skole': '1.56 km', 'Skov': '4.19 km', 'Sø': '11.66 km', 'Apotek': '13.42 km', 'Læge': '13.57 km', 'Fodboldbane': '13.62 km', 'Idrætshal': '13.62 km', 'Daginstitution': '14.00 km', 'Regionaltog': '18.50 km', 'Svømmehal': '18.85 km', 'Hospital': '19.07 km', 'Modulvogntog': '19.40 km', 'Kyst': '19.96 km', 'Motorvej': '22.16 km', 'Lufthavn': '30.95 km', 'S-Tog': '151.32 km', 'Metro': '333.30 km'}"
230,1812145,boliga.dk/bolig/1812145,Ranunkelvej 20,8410,Rønde,120,56.29936,10.43369,"{'Daginstitution': '431 meter', 'Stoppested': '545 meter', 'Supermarked': '575 meter', 'Fodboldbane': '1.10 km', 'Idrætshal': '1.25 km', 'Modulvogntog': '1.31 km', 'Skov': '1.36 km', 'Bibliotek': '1.52 km', 'Sø': '2.10 km', 'Motorvej': '3.81 km', 'Skole': '5.12 km', 'Apotek': '6.36 km', 'Læge': '6.58 km', 'Svømmehal': '8.40 km', 'Regionaltog': '8.41 km', 'S-Tog': '10.76 km', 'Hospital': '12.21 km', 'Kyst': '13.04 km', 'Lufthavn': '48.77 km', 'Metro': '182.50 km'}"
231,1812368,boliga.dk/bolig/1812368,Sommerlystvej 40,3250,Gilleleje,114,56.12618,12.28289,"{'Skov': '43 meter', 'Kyst': '394 meter', 'Stoppested': '589 meter', 'Bibliotek': '1.00 km', 'Supermarked': '1.32 km', 'Idrætshal': '1.36 km', 'Læge': '1.37 km', 'Apotek': '1.50 km', 'Daginstitution': '1.53 km', 'Regionaltog': '1.73 km', 'Skole': '1.96 km', 'Fodboldbane': '2.87 km', 'Sø': '8.30 km', 'Svømmehal': '14.84 km', 'Modulvogntog': '25.07 km', 'Hospital': '25.52 km', 'S-Tog': '25.94 km', 'Motorvej': '26.96 km', 'Metro': '55.97 km', 'Lufthavn': '79.79 km'}"
232,1812135,boliga.dk/bolig/1812135,Tinkerup Strandvej 79,3250,Gilleleje,81,56.12157,12.25228,"{'Stoppested': '156 meter', 'Kyst': '821 meter', 'Supermarked': '989 meter', 'Skov': '2.06 km', 'Skole': '2.65 km', 'Daginstitution': '3.03 km', 'Bibliotek': '3.08 km', 'Idrætshal': '3.43 km', 'Læge': '3.45 km', 'Regionaltog': '3.48 km', 'Apotek': '3.70 km', 'Fodboldbane': '4.48 km', 'Sø': '7.65 km', 'Svømmehal': '12.65 km', 'S-Tog': '25.89 km', 'Hospital': '27.23 km', 'Motorvej': '28.67 km', 'Modulvogntog': '28.95 km', 'Metro': '56.10 km', 'Lufthavn': '81.22 km'}"
233,1812163,boliga.dk/bolig/1812163,Pinjevej 1,3250,Gilleleje,171,56.1194,12.24476,"{'Daginstitution': '130 meter', 'Skole': '292 meter', 'Stoppested': '421 meter', 'Fodboldbane': '443 meter', 'Idrætshal': '443 meter', 'Modulvogntog': '555 meter', 'Apotek': '731 meter', 'Supermarked': '759 meter', 'Svømmehal': '2.26 km', 'Sø': '2.28 km', 'Skov': '2.33 km', 'Læge': '2.34 km', 'Bibliotek': '2.50 km', 'Hospital': '2.63 km', 'Motorvej': '2.66 km', 'Regionaltog': '3.03 km', 'Kyst': '4.41 km', 'Lufthavn': '42.06 km', 'S-Tog': '75.77 km', 'Metro': '263.11 km'}"
234,1812004,boliga.dk/bolig/1812004,Østersøvej 1,4880,Nysted,50,54.65552,11.73387,"{'Kyst': '255 meter', 'Skole': '638 meter', 'Fodboldbane': '730 meter', 'Daginstitution': '1.16 km', 'Supermarked': '1.61 km', 'Læge': '1.73 km', 'Sø': '1.74 km', 'Stoppested': '1.74 km', 'Bibliotek': '1.96 km', 'Apotek': '1.97 km', 'Skov': '2.44 km', 'Idrætshal': '4.76 km', 'Regionaltog': '10.80 km', 'Modulvogntog': '18.83 km', 'Svømmehal': '19.31 km', 'Motorvej': '19.78 km', 'Hospital': '20.61 km', 'S-Tog': '102.80 km', 'Metro': '138.54 km', 'Lufthavn': '148.83 km'}"
235,1811718,boliga.dk/bolig/1811718,Nellemannsvej 31,9300,Sæby,50,57.26123,10.53917,"{'Stoppested': '324 meter', 'Kyst': '511 meter', 'Læge': '584 meter', 'Supermarked': '666 meter', 'Fodboldbane': '827 meter', 'Idrætshal': '827 meter', 'Regionaltog': '838 meter', 'Daginstitution': '905 meter', 'Skole': '931 meter', 'Bibliotek': '1.16 km', 'Apotek': '1.61 km', 'Hospital': '2.25 km', 'Skov': '2.40 km', 'Motorvej': '3.16 km', 'Svømmehal': '3.43 km', 'Sø': '4.94 km', 'Lufthavn': '9.29 km', 'Modulvogntog': '30.99 km', 'S-Tog': '160.33 km', 'Metro': '275.47 km'}"
236,1811827,boliga.dk/bolig/1811827,"Ved Skoven 18, Skærby",4500,Nykøbing Sj,58,55.93851,11.69006,
237,1812002,boliga.dk/bolig/1812002,Strandstien 336B,4970,Rødby,62,54.67005,11.32917,"{'Stoppested': '751 meter', 'Kyst': '862 meter', 'Idrætshal': '878 meter', 'Supermarked': '897 meter', 'Bibliotek': '2.57 km', 'Daginstitution': '2.78 km', 'Fodboldbane': '3.02 km', 'Skov': '3.47 km', 'Regionaltog': '3.49 km', 'Modulvogntog': '4.10 km', 'Motorvej': '4.53 km', 'Læge': '6.59 km', 'Skole': '6.71 km', 'Svømmehal': '6.72 km', 'Apotek': '7.14 km', 'Sø': '8.62 km', 'Hospital': '24.00 km', 'S-Tog': '114.25 km', 'Lufthavn': '137.63 km', 'Metro': '150.00 km'}"
238,1811952,boliga.dk/bolig/1811952,"Brombærvangen 14, Jegum",6840,Oksbøl,62,55.67318,8.31645,"{'Regionaltog': '1.91 km', 'Skov': '2.83 km', 'Fodboldbane': '3.56 km', 'Stoppested': '4.50 km', 'Sø': '5.19 km', 'Læge': '6.54 km', 'Skole': '6.55 km', 'Daginstitution': '6.58 km', 'Svømmehal': '6.58 km', 'Idrætshal': '6.68 km', 'Supermarked': '6.71 km', 'Bibliotek': '6.79 km', 'Apotek': '7.38 km', 'Kyst': '13.04 km', 'Modulvogntog': '20.44 km', 'Motorvej': '29.01 km', 'Hospital': '32.06 km', 'Lufthavn': '32.12 km', 'S-Tog': '136.66 km', 'Metro': '316.52 km'}"
239,1812097,boliga.dk/bolig/1812097,Vadehavsvej 2 Dør/lejl. 22,6280,Højer,74,54.98706,8.66272,
240,1812095,boliga.dk/bolig/1812095,"Vestre Engvej 102, st. tv",5400,Bogense,57,55.56229,10.08341,
241,1811770,boliga.dk/bolig/1811770,Solsortevej 16,7830,Vinderup,61,56.52057,8.74645,"{'Daginstitution': '288 meter', 'Stoppested': '293 meter', 'Modulvogntog': '475 meter', 'Supermarked': '585 meter', 'Apotek': '716 meter', 'Idrætshal': '897 meter', 'Fodboldbane': '1.02 km', 'Skole': '1.18 km', 'Sø': '1.28 km', 'Svømmehal': '1.29 km', 'Læge': '1.45 km', 'Bibliotek': '1.46 km', 'Skov': '1.91 km', 'Hospital': '1.93 km', 'Regionaltog': '1.94 km', 'Motorvej': '3.13 km', 'Kyst': '3.29 km', 'Lufthavn': '42.27 km', 'S-Tog': '76.01 km', 'Metro': '263.36 km'}"
242,1811998,boliga.dk/bolig/1811998,Flejmose 30,6470,Sydals,70,54.85979,9.92593,"{'Stoppested': '372 meter', 'Skole': '399 meter', 'Kyst': '650 meter', 'Fodboldbane': '2.62 km', 'Supermarked': '8.50 km', 'Sø': '10.69 km', 'Daginstitution': '10.79 km', 'Idrætshal': '13.59 km', 'Læge': '14.21 km', 'Skov': '15.14 km', 'Bibliotek': '16.09 km', 'Apotek': '16.45 km', 'Svømmehal': '22.84 km', 'Regionaltog': '23.65 km', 'Hospital': '27.01 km', 'Motorvej': '27.50 km', 'Lufthavn': '27.54 km', 'Modulvogntog': '58.77 km', 'S-Tog': '182.09 km', 'Metro': '279.38 km'}"
243,1811860,boliga.dk/bolig/1811860,Jyllingevej 286V,2610,Rødovre,48,55.69185,12.44091,"{'Stoppested': '76 meter', 'Modulvogntog': '667 meter', 'Fodboldbane': '810 meter', 'Daginstitution': '860 meter', 'Motorvej': '1.01 km', 'Skole': '1.13 km', 'Supermarked': '1.22 km', 'Læge': '1.51 km', 'Apotek': '1.54 km', 'Idrætshal': '1.67 km', 'Bibliotek': '1.69 km', 'Svømmehal': '2.22 km', 'S-Tog': '2.32 km', 'Sø': '2.57 km', 'Metro': '3.38 km', 'Regionaltog': '4.93 km', 'Hospital': '4.94 km', 'Kyst': '8.06 km', 'Lufthavn': '23.60 km'}"
244,1812085,boliga.dk/bolig/1812085,"Laurits Jensensvej 10, Ebbeløkke",4500,Nykøbing Sj,75,0.0,0.0,
245,1811994,boliga.dk/bolig/1811994,Lykkevej 9,3300,Frederiksværk,48,56.01822,12.06173,"{'Kyst': '530 meter', 'Stoppested': '1.85 km', 'Fodboldbane': '2.00 km', 'Idrætshal': '2.00 km', 'Supermarked': '3.46 km', 'Apotek': '6.11 km', 'Daginstitution': '6.16 km', 'Skole': '6.65 km', 'Læge': '6.77 km', 'Modulvogntog': '16.39 km', 'Svømmehal': '16.52 km', 'Bibliotek': '18.44 km', 'Lufthavn': '23.36 km', 'S-Tog': '29.63 km', 'Motorvej': '29.92 km', 'Regionaltog': '46.58 km', 'Hospital': '47.82 km', 'Metro': '165.40 km'}"
246,1811989,boliga.dk/bolig/1811989,Følfodvej 6,8410,Rønde,73,56.2995,10.43544,"{'Stoppested': '491 meter', 'Kyst': '1.04 km', 'Supermarked': '1.15 km', 'Idrætshal': '1.21 km', 'Regionaltog': '1.24 km', 'Skole': '1.26 km', 'Fodboldbane': '1.26 km', 'Læge': '1.40 km', 'Skov': '1.80 km', 'Modulvogntog': '2.18 km', 'Daginstitution': '2.79 km', 'Sø': '5.17 km', 'Svømmehal': '7.97 km', 'Bibliotek': '8.13 km', 'Hospital': '8.38 km', 'Apotek': '9.57 km', 'Motorvej': '16.26 km', 'Lufthavn': '75.21 km', 'S-Tog': '154.43 km', 'Metro': '339.35 km'}"
247,1812044,boliga.dk/bolig/1812044,"Morten Nielsensvej 35, Hune",9492,Blokhus,70,57.25356,9.6309,"{'Skov': '239 meter', 'Stoppested': '1.17 km', 'Daginstitution': '1.38 km', 'Supermarked': '1.46 km', 'Fodboldbane': '1.47 km', 'Skole': '4.63 km', 'Modulvogntog': '4.85 km', 'Læge': '5.05 km', 'Kyst': '5.15 km', 'Bibliotek': '5.76 km', 'Idrætshal': '5.78 km', 'Apotek': '6.55 km', 'Svømmehal': '6.62 km', 'Sø': '6.87 km', 'Regionaltog': '21.30 km', 'Motorvej': '21.96 km', 'Hospital': '23.00 km', 'Lufthavn': '30.03 km', 'S-Tog': '127.03 km', 'Metro': '312.60 km'}"
248,1811772,boliga.dk/bolig/1811772,Marielyst Strandpark 122,4873,Væggerløse,124,54.69885,11.95161,"{'Stoppested': '838 meter', 'Supermarked': '1.48 km', 'Idrætshal': '1.57 km', 'Kyst': '1.98 km', 'Fodboldbane': '3.63 km', 'Modulvogntog': '3.88 km', 'Daginstitution': '3.88 km', 'Bibliotek': '4.04 km', 'Skole': '7.05 km', 'Læge': '10.24 km', 'Svømmehal': '10.55 km', 'Apotek': '10.62 km', 'Regionaltog': '12.00 km', 'Sø': '12.56 km', 'Hospital': '14.16 km', 'Motorvej': '23.75 km', 'S-Tog': '96.05 km', 'Metro': '131.80 km', 'Lufthavn': '142.59 km'}"
249,1811884,boliga.dk/bolig/1811884,"Mågevangen 49, Lyngsbæk Strand",8400,Ebeltoft,64,56.23471,10.62624,
250,1812089,boliga.dk/bolig/1812089,Rubinvej 2 Dør/lejl. 3,3790,Hasle,123,55.16893,14.7133,
251,1812086,boliga.dk/bolig/1812086,"Brageshøj 10, Veddinge",4540,Fårevejle,108,55.83585,11.43619,"{'Stoppested': '522 meter', 'Kyst': '958 meter', 'Daginstitution': '2.58 km', 'Skov': '3.04 km', 'Supermarked': '5.47 km', 'Fodboldbane': '5.50 km', 'Idrætshal': '5.50 km', 'Sø': '5.50 km', 'Læge': '5.64 km', 'Skole': '6.68 km', 'Svømmehal': '6.69 km', 'Bibliotek': '6.73 km', 'Regionaltog': '7.09 km', 'Apotek': '7.28 km', 'Modulvogntog': '13.49 km', 'Hospital': '21.12 km', 'Motorvej': '22.61 km', 'S-Tog': '56.81 km', 'Metro': '82.04 km', 'Lufthavn': '97.04 km'}"
252,1811959,boliga.dk/bolig/1811959,Ndr Engvej 22,2791,Dragør,54,55.59771,12.66613,"{'Daginstitution': '572 meter', 'Skole': '612 meter', 'Apotek': '636 meter', 'Supermarked': '658 meter', 'Læge': '817 meter', 'Stoppested': '858 meter', 'Kyst': '1.03 km', 'Bibliotek': '1.13 km', 'Sø': '1.78 km', 'Fodboldbane': '2.46 km', 'Idrætshal': '2.52 km', 'Modulvogntog': '5.31 km', 'Skov': '5.48 km', 'Regionaltog': '6.50 km', 'Metro': '6.51 km', 'Svømmehal': '6.69 km', 'Motorvej': '7.67 km', 'Lufthavn': '7.68 km', 'Hospital': '10.68 km', 'S-Tog': '12.76 km'}"
253,1812087,boliga.dk/bolig/1812087,"Torshøj 8, Veddinge",4540,Fårevejle,101,55.83358,11.43807,"{'Stoppested': '808 meter', 'Kyst': '1.42 km', 'Daginstitution': '2.48 km', 'Skov': '2.94 km', 'Supermarked': '5.04 km', 'Fodboldbane': '5.07 km', 'Idrætshal': '5.07 km', 'Læge': '5.19 km', 'Sø': '5.39 km', 'Bibliotek': '6.28 km', 'Skole': '6.57 km', 'Svømmehal': '6.58 km', 'Regionaltog': '6.64 km', 'Apotek': '6.83 km', 'Modulvogntog': '13.38 km', 'Hospital': '21.01 km', 'Motorvej': '22.16 km', 'S-Tog': '56.70 km', 'Metro': '81.61 km', 'Lufthavn': '96.59 km'}"
254,1811779,boliga.dk/bolig/1811779,Bisp Absalons Vej 6,3300,Frederiksværk,126,56.01911,12.0514,"{'Skov': '314 meter', 'Stoppested': '329 meter', 'Supermarked': '488 meter', 'Sø': '2.56 km', 'Kyst': '3.37 km', 'Fodboldbane': '3.43 km', 'Skole': '3.44 km', 'Daginstitution': '4.43 km', 'Idrætshal': '4.62 km', 'Modulvogntog': '5.13 km', 'Regionaltog': '5.33 km', 'Bibliotek': '5.38 km', 'Læge': '6.09 km', 'Apotek': '7.04 km', 'Svømmehal': '7.17 km', 'Hospital': '21.88 km', 'S-Tog': '22.16 km', 'Motorvej': '31.46 km', 'Metro': '53.73 km', 'Lufthavn': '75.92 km'}"
255,1811795,boliga.dk/bolig/1811795,Noret 12,5610,Assens,719,55.31611,9.81644,"{'Sø': '1.23 km', 'Supermarked': '10.15 km', 'Skole': '10.19 km', 'Apotek': '10.42 km', 'Idrætshal': '10.61 km', 'Fodboldbane': '10.61 km', 'Læge': '10.71 km', 'Daginstitution': '10.95 km', 'Bibliotek': '11.53 km', 'Kyst': '15.72 km', 'Stoppested': '19.14 km', 'Svømmehal': '26.71 km', 'Regionaltog': '27.58 km', 'Skov': '27.59 km', 'Modulvogntog': '32.92 km', 'Motorvej': '34.07 km', 'Hospital': '43.65 km', 'Lufthavn': '52.72 km', 'S-Tog': '123.43 km', 'Metro': '310.77 km'}"
256,1811709,boliga.dk/bolig/1811709,"Bork Hytteby 276, Sdr Bork",6893,Hemmet,42,55.83374,8.26727,"{'Skov': '1.86 km', 'Kyst': '1.88 km', 'Sø': '2.36 km', 'Supermarked': '2.45 km', 'Stoppested': '3.25 km', 'Fodboldbane': '4.27 km', 'Idrætshal': '4.27 km', 'Skole': '4.27 km', 'Daginstitution': '8.00 km', 'Læge': '8.15 km', 'Apotek': '8.34 km', 'Bibliotek': '8.42 km', 'Regionaltog': '8.49 km', 'Svømmehal': '8.68 km', 'Modulvogntog': '18.05 km', 'Hospital': '20.81 km', 'Lufthavn': '48.21 km', 'Motorvej': '48.21 km', 'S-Tog': '135.03 km', 'Metro': '313.14 km'}"
257,1811691,boliga.dk/bolig/1811691,Rollovej 14,4654,Faxe Ladeplads,22,55.20698,12.14522,"{'Kyst': '344 meter', 'Skov': '1.35 km', 'Supermarked': '1.74 km', 'Regionaltog': '1.81 km', 'Stoppested': '1.84 km', 'Skole': '2.65 km', 'Idrætshal': '2.65 km', 'Fodboldbane': '2.65 km', 'Daginstitution': '6.53 km', 'Svømmehal': '6.76 km', 'Bibliotek': '6.77 km', 'Læge': '6.87 km', 'Apotek': '7.49 km', 'Hospital': '7.59 km', 'Sø': '8.24 km', 'Modulvogntog': '8.45 km', 'Motorvej': '15.58 km', 'S-Tog': '32.61 km', 'Metro': '68.81 km', 'Lufthavn': '84.35 km'}"
258,1811690,boliga.dk/bolig/1811690,Engvej 53,4300,Holbæk,45,55.78622,11.70823,"{'Kyst': '562 meter', 'Stoppested': '1.61 km', 'Skov': '3.40 km', 'Supermarked': '3.96 km', 'Skole': '4.08 km', 'Idrætshal': '4.60 km', 'Fodboldbane': '4.60 km', 'Daginstitution': '4.64 km', 'Motorvej': '12.97 km', 'Regionaltog': '13.69 km', 'Læge': '14.72 km', 'Modulvogntog': '15.13 km', 'Bibliotek': '15.16 km', 'Svømmehal': '15.19 km', 'Apotek': '16.20 km', 'Sø': '17.06 km', 'Hospital': '17.48 km', 'S-Tog': '48.49 km', 'Metro': '70.54 km', 'Lufthavn': '86.70 km'}"
259,1811665,boliga.dk/bolig/1811665,Vinkelgårdsvej 17,4500,Nykøbing Sj,68,55.93242,11.62779,"{'Sø': '518 meter', 'Daginstitution': '570 meter', 'Stoppested': '600 meter', 'Skov': '1.34 km', 'Bibliotek': '1.44 km', 'Supermarked': '1.52 km', 'Skole': '1.57 km', 'Apotek': '1.60 km', 'Læge': '1.69 km', 'Idrætshal': '1.77 km', 'Fodboldbane': '1.77 km', 'Modulvogntog': '15.39 km', 'Motorvej': '16.58 km', 'Regionaltog': '18.04 km', 'Svømmehal': '18.65 km', 'Hospital': '19.20 km', 'Kyst': '20.10 km', 'Lufthavn': '20.61 km', 'S-Tog': '71.27 km', 'Metro': '258.61 km'}"
260,1811710,boliga.dk/bolig/1811710,"Hagen 5, Lønstrup",9800,Hjørring,77,57.46818,9.79098,"{'Stoppested': '435 meter', 'Kyst': '602 meter', 'Supermarked': '731 meter', 'Skov': '3.15 km', 'Skole': '6.36 km', 'Fodboldbane': '6.43 km', 'Idrætshal': '6.43 km', 'Daginstitution': '6.86 km', 'Modulvogntog': '8.27 km', 'Regionaltog': '11.74 km', 'Læge': '13.08 km', 'Bibliotek': '13.59 km', 'Svømmehal': '14.34 km', 'Apotek': '15.62 km', 'Hospital': '15.94 km', 'Sø': '18.22 km', 'Motorvej': '18.85 km', 'Lufthavn': '64.03 km', 'S-Tog': '149.20 km', 'Metro': '334.77 km'}"
261,1811678,boliga.dk/bolig/1811678,"Sønderho Strandvej 31, Sønderho",6720,Fanø,65,55.34927,8.45412,"{'Stoppested': '1.05 km', 'Supermarked': '1.16 km', 'Bibliotek': '1.19 km', 'Skole': '1.44 km', 'Skov': '4.07 km', 'Sø': '11.54 km', 'Apotek': '13.30 km', 'Læge': '13.44 km', 'Fodboldbane': '13.50 km', 'Idrætshal': '13.50 km', 'Daginstitution': '13.88 km', 'Regionaltog': '18.38 km', 'Svømmehal': '18.72 km', 'Hospital': '18.94 km', 'Modulvogntog': '19.27 km', 'Kyst': '19.84 km', 'Motorvej': '22.04 km', 'Lufthavn': '30.83 km', 'S-Tog': '151.20 km', 'Metro': '333.18 km'}"
262,1811670,boliga.dk/bolig/1811670,Dyssebjergvej 26,6792,Rømø,92,55.09215,8.52726,"{'Skov': '324 meter', 'Stoppested': '2.12 km', 'Daginstitution': '2.24 km', 'Kyst': '2.85 km', 'Supermarked': '2.91 km', 'Fodboldbane': '5.20 km', 'Sø': '8.27 km', 'Svømmehal': '22.36 km', 'Idrætshal': '22.38 km', 'Læge': '22.40 km', 'Modulvogntog': '22.48 km', 'Skole': '22.52 km', 'Bibliotek': '22.77 km', 'Regionaltog': '22.95 km', 'Apotek': '23.40 km', 'Hospital': '49.27 km', 'Motorvej': '66.55 km', 'Lufthavn': '69.46 km', 'S-Tog': '160.67 km', 'Metro': '348.01 km'}"
263,1811679,boliga.dk/bolig/1811679,"Esrumvej 417, Plejelt",3080,Tikøb,134,56.03935,12.44766,"{'Stoppested': '266 meter', 'Skov': '465 meter', 'Sø': '2.09 km', 'Skole': '2.31 km', 'Fodboldbane': '2.46 km', 'Supermarked': '3.14 km', 'Daginstitution': '5.27 km', 'Apotek': '5.48 km', 'Regionaltog': '5.67 km', 'Idrætshal': '5.99 km', 'Læge': '6.63 km', 'Bibliotek': '6.70 km', 'Kyst': '7.06 km', 'Modulvogntog': '7.12 km', 'Motorvej': '9.01 km', 'Svømmehal': '10.40 km', 'Hospital': '11.12 km', 'S-Tog': '17.82 km', 'Metro': '41.01 km', 'Lufthavn': '67.93 km'}"
264,1811634,boliga.dk/bolig/1811634,Torilisvej 30,4873,Væggerløse,68,54.65283,11.94248,"{'Stoppested': '1.31 km', 'Skov': '1.57 km', 'Kyst': '1.81 km', 'Idrætshal': '5.42 km', 'Supermarked': '5.54 km', 'Fodboldbane': '8.45 km', 'Modulvogntog': '8.55 km', 'Daginstitution': '8.63 km', 'Bibliotek': '8.86 km', 'Skole': '11.83 km', 'Læge': '14.89 km', 'Apotek': '15.01 km', 'Svømmehal': '15.25 km', 'Regionaltog': '16.66 km', 'Hospital': '18.54 km', 'Sø': '24.72 km', 'Motorvej': '28.46 km', 'S-Tog': '100.87 km', 'Metro': '136.62 km', 'Lufthavn': '146.97 km'}"
